Período:Nov/2011,,,,,,,,,,,,,,,
Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade
110094 CUJUBIM,19,19,"6447,04","5581,04",-,-,866,-,-,"339,32","339,32",71,"3,7",-,-
110100 GOVERNADOR JORGE TEIXEIRA,16,16,"4751,71","4095,27",-,-,"656,44",-,-,"296,98","296,98",36,"2,3",-,-
110110 ITAPUA DO OESTE,2,2,"422,83","355,1",-,-,"67,73",-,-,"211,42","211,42",6,3,-,-
110120 MINISTRO ANDREAZZA,41,41,"14433,9","12750,49",-,-,"1683,41",-,-,"352,05","352,05",115,"2,8",-,-
110130 MIRANTE DA SERRA,86,86,"29802,25","26015,22",-,-,"3787,03",-,-,"346,54","346,54",184,"2,1",1,"1,16"
110140 MONTE NEGRO,194,194,"71131,26","58625,7",-,-,"12505,56",-,-,"366,66","366,66",396,2,-,-
110143 NOVA UNIAO,30,30,"11212,19","9808,11",-,-,"1404,08",-,-,"373,74","373,74",59,2,-,-
110145 PARECIS,16,16,"722,77","544,99",-,-,"177,78",-,-,"45,17","45,17",21,"1,3",-,-
110146 PIMENTEIRAS DO OESTE,7,7,"2728,77","2421,38",-,-,"307,39",-,-,"389,82","389,82",17,"2,4",-,-
110149 SAO FRANCISCO DO GUAPORE,61,61,"18235,3","15631,95",-,-,"2603,35",-,-,"298,94","298,94",127,"2,1",-,-
110150 SERINGUEIRAS,61,61,"20945,65","15667,18",-,-,"5278,47",-,-,"343,37","343,37",151,"2,5",1,"1,64"
110155 TEIXEIROPOLIS,4,4,"1082,36","931,54",-,-,"150,82",-,-,"270,59","270,59",9,"2,3",-,-
110160 THEOBROMA,5,5,"1135,37","982,55",-,-,"152,82",-,-,"227,07","227,07",16,"3,2",-,-
110170 URUPA,55,55,"17287,82","15123,16",-,-,"2164,66",-,-,"314,32","314,32",114,"2,1",-,-
110175 VALE DO ANARI,14,14,"3044,06","2565,53",-,-,"478,53",-,-,"217,43","217,43",35,"2,5",-,-
110180 VALE DO PARAISO,14,14,"4019,93","3459,22",-,-,"560,71",-,-,"287,14","287,14",15,"1,1",-,-
120005 ASSIS BRASIL,25,25,"8189,01","5577,77",-,-,"2611,24",-,-,"327,56","327,56",48,"1,9",-,-
120010 BRASILEIA,170,170,"65457,96","46123,75",-,-,"19334,21",-,-,"385,05","385,05",497,"2,9",7,"4,12"
120020 CRUZEIRO DO SUL,1046,1046,507808,"381666,1",-,-,"126141,9",-,-,"485,48","485,48",4142,4,16,"1,53"
120030 FEIJO,99,99,"32807,76","24242,5",-,-,"8565,26",-,-,"331,39","331,39",277,"2,8",2,"2,02"
120032 JORDAO,19,19,"3830,92","3226,09",-,-,"604,83",-,-,"201,63","201,63",41,"2,2",-,-
